user_id,username,display_name,first_seen,last_seen,interaction_count
"418328164113186816","_towkyo",,Tue Jul 07 2026 12:40:39 GMT+0000 (Coordinated Universal Time),Tue Jul 07 2026 14:20:55 GMT+0000 (Coordinated Universal Time),6
